Date,Country,Confirmed,Recovered,Deaths,continent,iso_alpha
1/22/2020,Afghanistan,0,0,0,Asia,AFG
1/22/2020,Albania,0,0,0,Europe,ALB
1/22/2020,Algeria,0,0,0,Europe,DZA
1/22/2020,Andorra,0,0,0,Africa,AND
1/22/2020,Angola,0,0,0,Africa,AGO
1/22/2020,Antigua and Barbuda,0,0,0,Americas,ATG
1/22/2020,Argentina,0,0,0,Americas,ARG
1/22/2020,Armenia,0,0,0,Europe,ARM
1/22/2020,Australia,0,0,0,Oceania,AUS
1/22/2020,Austria,0,0,0,Europe,AUT
1/22/2020,Azerbaijan,0,0,0,Europe,AZE
1/22/2020,Bahamas,0,0,0,Americas,BHS
1/22/2020,Bahrain,0,0,0,Asia,BHR
1/22/2020,Bangladesh,0,0,0,Asia,BGD
1/22/2020,Barbados,0,0,0,Americas,BRB
1/22/2020,Belarus,0,0,0,Europe,BLR
1/22/2020,Belgium,0,0,0,Europe,BEL
1/22/2020,Belize,0,0,0,Americas,BLZ
1/22/2020,Benin,0,0,0,Africa,BEN
1/22/2020,Bhutan,0,0,0,Asia,BTN
1/22/2020,Bolivia,0,0,0,Americas,BOL
1/22/2020,Bosnia and Herzegovina,0,0,0,Europe,BIH
1/22/2020,Botswana,0,0,0,Africa,BWA
1/22/2020,Brazil,0,0,0,Americas,BRA
1/22/2020,Brunei,0,0,0,Asia,BRN
1/22/2020,Bulgaria,0,0,0,Europe,BGR
1/22/2020,Burkina Faso,0,0,0,Africa,BFA
1/22/2020,Burma,0,0,0,Africa,BUR
1/22/2020,Burundi,0,0,0,Africa,BDI
1/22/2020,Cabo Verde,0,0,0,Africa,CPV
1/22/2020,Cambodia,0,0,0,Asia,KHM
1/22/2020,Cameroon,0,0,0,Africa,CMR
1/22/2020,Canada,0,0,0,Americas,CAN
1/22/2020,Central African Republic,0,0,0,Africa,CAF
1/22/2020,Chad,0,0,0,Africa,TCD
1/22/2020,Chile,0,0,0,Americas,CHL
1/22/2020,China,548,28,17,Asia,CHN
1/22/2020,Colombia,0,0,0,Americas,COL
1/22/2020,Comoros,0,0,0,Africa,COM
1/22/2020,Congo (Brazzaville),0,0,0,Africa,COD
1/22/2020,Congo (Kinshasa),0,0,0,Africa,COG
1/22/2020,Costa Rica,0,0,0,Americas,CRI
1/22/2020,Cote d'Ivoire,0,0,0,Africa,CIV
1/22/2020,Croatia,0,0,0,Europe,HRV
1/22/2020,Cuba,0,0,0,Americas,CUB
1/22/2020,Cyprus,0,0,0,Europe,CYP
1/22/2020,Czechia,0,0,0,Europe,CZE
1/22/2020,Denmark,0,0,0,Europe,DNK
1/22/2020,Diamond Princess,0,0,0,Europe,DIM
1/22/2020,Djibouti,0,0,0,Africa,DJI
1/22/2020,Dominica,0,0,0,Americas,DMA
1/22/2020,Dominican Republic,0,0,0,Americas,DOM
1/22/2020,Ecuador,0,0,0,Americas,ECU
1/22/2020,Egypt,0,0,0,Africa,EGY
1/22/2020,El Salvador,0,0,0,Americas,SLV
1/22/2020,Equatorial Guinea,0,0,0,Africa,GNQ
1/22/2020,Eritrea,0,0,0,Africa,ERI
1/22/2020,Estonia,0,0,0,Europe,EST
1/22/2020,Eswatini,0,0,0,Africa,SWZ
1/22/2020,Ethiopia,0,0,0,Africa,ETH
1/22/2020,Fiji,0,0,0,Oceania,FJI
1/22/2020,Finland,0,0,0,Europe,FIN
1/22/2020,France,0,0,0,Europe,FRA
1/22/2020,Gabon,0,0,0,Africa,GAB
1/22/2020,Gambia,0,0,0,Africa,GMB
1/22/2020,Georgia,0,0,0,Europe,GEO
1/22/2020,Germany,0,0,0,Europe,DEU
1/22/2020,Ghana,0,0,0,Africa,GHA
1/22/2020,Greece,0,0,0,Europe,GRC
1/22/2020,Grenada,0,0,0,Europe,GRD
1/22/2020,Guatemala,0,0,0,Americas,GTM
1/22/2020,Guinea,0,0,0,Africa,GIN
1/22/2020,Guinea-Bissau,0,0,0,Africa,GMB
1/22/2020,Guyana,0,0,0,Africa,GUY
1/22/2020,Haiti,0,0,0,Americas,HTI
1/22/2020,Holy See,0,0,0,Europe,VAT
1/22/2020,Honduras,0,0,0,Americas,HND
1/22/2020,Hungary,0,0,0,Europe,HUN
1/22/2020,Iceland,0,0,0,Europe,ISL
1/22/2020,India,0,0,0,Asia,IND
1/22/2020,Indonesia,0,0,0,Asia,IDN
1/22/2020,Iran,0,0,0,Asia,IRN
1/22/2020,Iraq,0,0,0,Asia,IRQ
1/22/2020,Ireland,0,0,0,Europe,IRL
1/22/2020,Israel,0,0,0,Asia,ISR
1/22/2020,Italy,0,0,0,Europe,ITA
1/22/2020,Jamaica,0,0,0,Americas,JAM
1/22/2020,Japan,2,0,0,Asia,JPN
1/22/2020,Jordan,0,0,0,Asia,JOR
1/22/2020,Kazakhstan,0,0,0,Asia,KAZ
1/22/2020,Kenya,0,0,0,Africa,KEN
1/22/2020,"Korea, South",1,0,0,Asia,KOR
1/22/2020,Kosovo,0,0,0,Europe,KOS
1/22/2020,Kuwait,0,0,0,Asia,KWT
1/22/2020,Kyrgyzstan,0,0,0,Asia,KGZ
1/22/2020,Laos,0,0,0,Asia,LAO
1/22/2020,Latvia,0,0,0,Europe,LVA
1/22/2020,Lebanon,0,0,0,Asia,LBN
1/22/2020,Liberia,0,0,0,Africa,LBR
1/22/2020,Libya,0,0,0,Africa,LBY
1/22/2020,Liechtenstein,0,0,0,Europe,LIE
1/22/2020,Lithuania,0,0,0,Europe,LTU
1/22/2020,Luxembourg,0,0,0,Europe,LUX
1/22/2020,MS Zaandam,0,0,0,Africa,MSZ
1/22/2020,Madagascar,0,0,0,Africa,MDG
1/22/2020,Malawi,0,0,0,Africa,MWI
1/22/2020,Malaysia,0,0,0,Asia,MYS
1/22/2020,Maldives,0,0,0,Asia,MDV
1/22/2020,Mali,0,0,0,Africa,MLI
1/22/2020,Malta,0,0,0,Europe,MLT
1/22/2020,Mauritania,0,0,0,Africa,MRT
1/22/2020,Mauritius,0,0,0,Africa,MUS
1/22/2020,Mexico,0,0,0,Americas,MEX
1/22/2020,Moldova,0,0,0,Europe,MDA
1/22/2020,Monaco,0,0,0,Europe,MCO
1/22/2020,Mongolia,0,0,0,Asia,MNG
1/22/2020,Montenegro,0,0,0,Europe,MNE
1/22/2020,Morocco,0,0,0,Africa,MAR
1/22/2020,Mozambique,0,0,0,Africa,MOZ
1/22/2020,Namibia,0,0,0,Africa,NAM
1/22/2020,Nepal,0,0,0,Asia,NPL
1/22/2020,Netherlands,0,0,0,Europe,NLD
1/22/2020,New Zealand,0,0,0,Oceania,NZL
1/22/2020,Nicaragua,0,0,0,Americas,NIC
1/22/2020,Niger,0,0,0,Africa,NER
1/22/2020,Nigeria,0,0,0,Africa,NGA
1/22/2020,North Macedonia,0,0,0,Europe,NMD
1/22/2020,Norway,0,0,0,Europe,NOR
1/22/2020,Oman,0,0,0,Asia,OMN
1/22/2020,Pakistan,0,0,0,Asia,PAK
1/22/2020,Panama,0,0,0,Americas,PAN
1/22/2020,Papua New Guinea,0,0,0,Oceania,PNG
1/22/2020,Paraguay,0,0,0,Americas,PRY
1/22/2020,Peru,0,0,0,Americas,PER
1/22/2020,Philippines,0,0,0,Asia,PHL
1/22/2020,Poland,0,0,0,Europe,POL
1/22/2020,Portugal,0,0,0,Europe,PRT
1/22/2020,Qatar,0,0,0,Asia,QAT
1/22/2020,Romania,0,0,0,Europe,ROU
1/22/2020,Russia,0,0,0,Europe,RUS
1/22/2020,Rwanda,0,0,0,Africa,RWA
1/22/2020,Saint Kitts and Nevis,0,0,0,Americas,KNA
1/22/2020,Saint Lucia,0,0,0,Americas,LCA
1/22/2020,Saint Vincent and the Grenadines,0,0,0,Americas,VCT
1/22/2020,San Marino,0,0,0,Europe,SMR
1/22/2020,Sao Tome and Principe,0,0,0,Africa,STP
1/22/2020,Saudi Arabia,0,0,0,Asia,SAU
1/22/2020,Senegal,0,0,0,Africa,SEN
1/22/2020,Serbia,0,0,0,Europe,SRB
1/22/2020,Seychelles,0,0,0,Africa,SYC
1/22/2020,Sierra Leone,0,0,0,Africa,SLE
1/22/2020,Singapore,0,0,0,Asia,SGP
1/22/2020,Slovakia,0,0,0,Europe,SVK
1/22/2020,Slovenia,0,0,0,Europe,SVN
1/22/2020,Somalia,0,0,0,Africa,SOM
1/22/2020,South Africa,0,0,0,Africa,ZAF
1/22/2020,South Sudan,0,0,0,Africa,SSD
1/22/2020,Spain,0,0,0,Europe,ESP
1/22/2020,Sri Lanka,0,0,0,Asia,LKA
1/22/2020,Sudan,0,0,0,Africa,SDN
1/22/2020,Suriname,0,0,0,Americas,SUR
1/22/2020,Sweden,0,0,0,Europe,SWE
1/22/2020,Switzerland,0,0,0,Europe,CHE
1/22/2020,Syria,0,0,0,Asia,SYR
1/22/2020,Taiwan*,1,0,0,Asia,TWN
1/22/2020,Tajikistan,0,0,0,Asia,TJK
1/22/2020,Tanzania,0,0,0,Africa,TZA
1/22/2020,Thailand,2,0,0,Asia,THA
1/22/2020,Timor-Leste,0,0,0,Asia,TLS
1/22/2020,Togo,0,0,0,Africa,TGO
1/22/2020,Trinidad and Tobago,0,0,0,Americas,TTO
1/22/2020,Tunisia,0,0,0,Africa,TUN
1/22/2020,Turkey,0,0,0,Europe,TUR
1/22/2020,US,1,0,0,Americas,USA
1/22/2020,Uganda,0,0,0,Africa,UGA
1/22/2020,Ukraine,0,0,0,Europe,UKR
1/22/2020,United Arab Emirates,0,0,0,Asia,ARE
1/22/2020,United Kingdom,0,0,0,Europe,GBR
1/22/2020,Uruguay,0,0,0,Americas,URY
1/22/2020,Uzbekistan,0,0,0,Asia,UZB
1/22/2020,Venezuela,0,0,0,Americas,VEN
1/22/2020,Vietnam,0,0,0,Asia,VNM
1/22/2020,West Bank and Gaza,0,0,0,Asia,WBG
1/22/2020,Western Sahara,0,0,0,Asia,ESH
1/22/2020,Yemen,0,0,0,Asia,YEM
1/22/2020,Zambia,0,0,0,Africa,ZMB
1/22/2020,Zimbabwe,0,0,0,Africa,ZWE
1/23/2020,Afghanistan,0,0,0,Asia,AFG
1/23/2020,Albania,0,0,0,Europe,ALB
1/23/2020,Algeria,0,0,0,Europe,DZA
1/23/2020,Andorra,0,0,0,Africa,AND
1/23/2020,Angola,0,0,0,Africa,AGO
1/23/2020,Antigua and Barbuda,0,0,0,Americas,ATG
1/23/2020,Argentina,0,0,0,Americas,ARG
1/23/2020,Armenia,0,0,0,Europe,ARM
1/23/2020,Australia,0,0,0,Oceania,AUS
1/23/2020,Austria,0,0,0,Europe,AUT
1/23/2020,Azerbaijan,0,0,0,Europe,AZE
1/23/2020,Bahamas,0,0,0,Americas,BHS
1/23/2020,Bahrain,0,0,0,Asia,BHR
1/23/2020,Bangladesh,0,0,0,Asia,BGD
1/23/2020,Barbados,0,0,0,Americas,BRB
1/23/2020,Belarus,0,0,0,Europe,BLR
1/23/2020,Belgium,0,0,0,Europe,BEL
1/23/2020,Belize,0,0,0,Americas,BLZ
1/23/2020,Benin,0,0,0,Africa,BEN
1/23/2020,Bhutan,0,0,0,Asia,BTN
1/23/2020,Bolivia,0,0,0,Americas,BOL
1/23/2020,Bosnia and Herzegovina,0,0,0,Europe,BIH
1/23/2020,Botswana,0,0,0,Africa,BWA
1/23/2020,Brazil,0,0,0,Americas,BRA
1/23/2020,Brunei,0,0,0,Asia,BRN
1/23/2020,Bulgaria,0,0,0,Europe,BGR
1/23/2020,Burkina Faso,0,0,0,Africa,BFA
1/23/2020,Burma,0,0,0,Africa,BUR
1/23/2020,Burundi,0,0,0,Africa,BDI
1/23/2020,Cabo Verde,0,0,0,Africa,CPV
1/23/2020,Cambodia,0,0,0,Asia,KHM
1/23/2020,Cameroon,0,0,0,Africa,CMR
1/23/2020,Canada,0,0,0,Americas,CAN
1/23/2020,Central African Republic,0,0,0,Africa,CAF
1/23/2020,Chad,0,0,0,Africa,TCD
1/23/2020,Chile,0,0,0,Americas,CHL
1/23/2020,China,643,30,18,Asia,CHN
1/23/2020,Colombia,0,0,0,Americas,COL
1/23/2020,Comoros,0,0,0,Africa,COM
1/23/2020,Congo (Brazzaville),0,0,0,Africa,COD
1/23/2020,Congo (Kinshasa),0,0,0,Africa,COG
1/23/2020,Costa Rica,0,0,0,Americas,CRI
1/23/2020,Cote d'Ivoire,0,0,0,Africa,CIV
1/23/2020,Croatia,0,0,0,Europe,HRV
1/23/2020,Cuba,0,0,0,Americas,CUB
1/23/2020,Cyprus,0,0,0,Europe,CYP
1/23/2020,Czechia,0,0,0,Europe,CZE
1/23/2020,Denmark,0,0,0,Europe,DNK
1/23/2020,Diamond Princess,0,0,0,Europe,DIM
1/23/2020,Djibouti,0,0,0,Africa,DJI
1/23/2020,Dominica,0,0,0,Americas,DMA
1/23/2020,Dominican Republic,0,0,0,Americas,DOM
1/23/2020,Ecuador,0,0,0,Americas,ECU
1/23/2020,Egypt,0,0,0,Africa,EGY
1/23/2020,El Salvador,0,0,0,Americas,SLV
1/23/2020,Equatorial Guinea,0,0,0,Africa,GNQ
1/23/2020,Eritrea,0,0,0,Africa,ERI
1/23/2020,Estonia,0,0,0,Europe,EST
1/23/2020,Eswatini,0,0,0,Africa,SWZ
1/23/2020,Ethiopia,0,0,0,Africa,ETH
1/23/2020,Fiji,0,0,0,Oceania,FJI
1/23/2020,Finland,0,0,0,Europe,FIN
1/23/2020,France,0,0,0,Europe,FRA
1/23/2020,Gabon,0,0,0,Africa,GAB
1/23/2020,Gambia,0,0,0,Africa,GMB
1/23/2020,Georgia,0,0,0,Europe,GEO
1/23/2020,Germany,0,0,0,Europe,DEU
1/23/2020,Ghana,0,0,0,Africa,GHA
1/23/2020,Greece,0,0,0,Europe,GRC
1/23/2020,Grenada,0,0,0,Europe,GRD
1/23/2020,Guatemala,0,0,0,Americas,GTM
1/23/2020,Guinea,0,0,0,Africa,GIN
1/23/2020,Guinea-Bissau,0,0,0,Africa,GMB
1/23/2020,Guyana,0,0,0,Africa,GUY
1/23/2020,Haiti,0,0,0,Americas,HTI
1/23/2020,Holy See,0,0,0,Europe,VAT
1/23/2020,Honduras,0,0,0,Americas,HND
1/23/2020,Hungary,0,0,0,Europe,HUN
1/23/2020,Iceland,0,0,0,Europe,ISL
1/23/2020,India,0,0,0,Asia,IND
1/23/2020,Indonesia,0,0,0,Asia,IDN
1/23/2020,Iran,0,0,0,Asia,IRN
1/23/2020,Iraq,0,0,0,Asia,IRQ
1/23/2020,Ireland,0,0,0,Europe,IRL
1/23/2020,Israel,0,0,0,Asia,ISR
1/23/2020,Italy,0,0,0,Europe,ITA
1/23/2020,Jamaica,0,0,0,Americas,JAM
1/23/2020,Japan,2,0,0,Asia,JPN
1/23/2020,Jordan,0,0,0,Asia,JOR
1/23/2020,Kazakhstan,0,0,0,Asia,KAZ
1/23/2020,Kenya,0,0,0,Africa,KEN
1/23/2020,"Korea, South",1,0,0,Asia,KOR
1/23/2020,Kosovo,0,0,0,Europe,KOS
1/23/2020,Kuwait,0,0,0,Asia,KWT
1/23/2020,Kyrgyzstan,0,0,0,Asia,KGZ
1/23/2020,Laos,0,0,0,Asia,LAO
1/23/2020,Latvia,0,0,0,Europe,LVA
1/23/2020,Lebanon,0,0,0,Asia,LBN
1/23/2020,Liberia,0,0,0,Africa,LBR
1/23/2020,Libya,0,0,0,Africa,LBY
1/23/2020,Liechtenstein,0,0,0,Europe,LIE
1/23/2020,Lithuania,0,0,0,Europe,LTU
1/23/2020,Luxembourg,0,0,0,Europe,LUX
1/23/2020,MS Zaandam,0,0,0,Africa,MSZ
1/23/2020,Madagascar,0,0,0,Africa,MDG
1/23/2020,Malawi,0,0,0,Africa,MWI
1/23/2020,Malaysia,0,0,0,Asia,MYS
1/23/2020,Maldives,0,0,0,Asia,MDV
1/23/2020,Mali,0,0,0,Africa,MLI
1/23/2020,Malta,0,0,0,Europe,MLT
1/23/2020,Mauritania,0,0,0,Africa,MRT
1/23/2020,Mauritius,0,0,0,Africa,MUS
1/23/2020,Mexico,0,0,0,Americas,MEX
1/23/2020,Moldova,0,0,0,Europe,MDA
1/23/2020,Monaco,0,0,0,Europe,MCO
1/23/2020,Mongolia,0,0,0,Asia,MNG
1/23/2020,Montenegro,0,0,0,Europe,MNE
1/23/2020,Morocco,0,0,0,Africa,MAR
1/23/2020,Mozambique,0,0,0,Africa,MOZ
1/23/2020,Namibia,0,0,0,Africa,NAM
1/23/2020,Nepal,0,0,0,Asia,NPL
1/23/2020,Netherlands,0,0,0,Europe,NLD
1/23/2020,New Zealand,0,0,0,Oceania,NZL
1/23/2020,Nicaragua,0,0,0,Americas,NIC
1/23/2020,Niger,0,0,0,Africa,NER
1/23/2020,Nigeria,0,0,0,Africa,NGA
1/23/2020,North Macedonia,0,0,0,Europe,NMD
1/23/2020,Norway,0,0,0,Europe,NOR
1/23/2020,Oman,0,0,0,Asia,OMN
1/23/2020,Pakistan,0,0,0,Asia,PAK
1/23/2020,Panama,0,0,0,Americas,PAN
1/23/2020,Papua New Guinea,0,0,0,Oceania,PNG
1/23/2020,Paraguay,0,0,0,Americas,PRY
1/23/2020,Peru,0,0,0,Americas,PER
1/23/2020,Philippines,0,0,0,Asia,PHL
1/23/2020,Poland,0,0,0,Europe,POL
1/23/2020,Portugal,0,0,0,Europe,PRT
1/23/2020,Qatar,0,0,0,Asia,QAT
1/23/2020,Romania,0,0,0,Europe,ROU
1/23/2020,Russia,0,0,0,Europe,RUS
1/23/2020,Rwanda,0,0,0,Africa,RWA
1/23/2020,Saint Kitts and Nevis,0,0,0,Americas,KNA
1/23/2020,Saint Lucia,0,0,0,Americas,LCA
1/23/2020,Saint Vincent and the Grenadines,0,0,0,Americas,VCT
1/23/2020,San Marino,0,0,0,Europe,SMR
1/23/2020,Sao Tome and Principe,0,0,0,Africa,STP
1/23/2020,Saudi Arabia,0,0,0,Asia,SAU
1/23/2020,Senegal,0,0,0,Africa,SEN
1/23/2020,Serbia,0,0,0,Europe,SRB
1/23/2020,Seychelles,0,0,0,Africa,SYC
1/23/2020,Sierra Leone,0,0,0,Africa,SLE
1/23/2020,Singapore,1,0,0,Asia,SGP
1/23/2020,Slovakia,0,0,0,Europe,SVK
1/23/2020,Slovenia,0,0,0,Europe,SVN
1/23/2020,Somalia,0,0,0,Africa,SOM
1/23/2020,South Africa,0,0,0,Africa,ZAF
1/23/2020,South Sudan,0,0,0,Africa,SSD
1/23/2020,Spain,0,0,0,Europe,ESP
1/23/2020,Sri Lanka,0,0,0,Asia,LKA
1/23/2020,Sudan,0,0,0,Africa,SDN
1/23/2020,Suriname,0,0,0,Americas,SUR
1/23/2020,Sweden,0,0,0,Europe,SWE
1/23/2020,Switzerland,0,0,0,Europe,CHE
1/23/2020,Syria,0,0,0,Asia,SYR
1/23/2020,Taiwan*,1,0,0,Asia,TWN
1/23/2020,Tajikistan,0,0,0,Asia,TJK
1/23/2020,Tanzania,0,0,0,Africa,TZA
1/23/2020,Thailand,3,0,0,Asia,THA
1/23/2020,Timor-Leste,0,0,0,Asia,TLS
1/23/2020,Togo,0,0,0,Africa,TGO
1/23/2020,Trinidad and Tobago,0,0,0,Americas,TTO
1/23/2020,Tunisia,0,0,0,Africa,TUN
1/23/2020,Turkey,0,0,0,Europe,TUR
1/23/2020,US,1,0,0,Americas,USA
1/23/2020,Uganda,0,0,0,Africa,UGA
1/23/2020,Ukraine,0,0,0,Europe,UKR
1/23/2020,United Arab Emirates,0,0,0,Asia,ARE
1/23/2020,United Kingdom,0,0,0,Europe,GBR
1/23/2020,Uruguay,0,0,0,Americas,URY
1/23/2020,Uzbekistan,0,0,0,Asia,UZB
1/23/2020,Venezuela,0,0,0,Americas,VEN
1/23/2020,Vietnam,2,0,0,Asia,VNM
1/23/2020,West Bank and Gaza,0,0,0,Asia,WBG
1/23/2020,Western Sahara,0,0,0,Asia,ESH
1/23/2020,Yemen,0,0,0,Asia,YEM
1/23/2020,Zambia,0,0,0,Africa,ZMB
1/23/2020,Zimbabwe,0,0,0,Africa,ZWE
1/24/2020,Afghanistan,0,0,0,Asia,AFG
1/24/2020,Albania,0,0,0,Europe,ALB
1/24/2020,Algeria,0,0,0,Europe,DZA
1/24/2020,Andorra,0,0,0,Africa,AND
1/24/2020,Angola,0,0,0,Africa,AGO
1/24/2020,Antigua and Barbuda,0,0,0,Americas,ATG
1/24/2020,Argentina,0,0,0,Americas,ARG
1/24/2020,Armenia,0,0,0,Europe,ARM
1/24/2020,Australia,0,0,0,Oceania,AUS
1/24/2020,Austria,0,0,0,Europe,AUT
1/24/2020,Azerbaijan,0,0,0,Europe,AZE
1/24/2020,Bahamas,0,0,0,Americas,BHS
1/24/2020,Bahrain,0,0,0,Asia,BHR
1/24/2020,Bangladesh,0,0,0,Asia,BGD
1/24/2020,Barbados,0,0,0,Americas,BRB
1/24/2020,Belarus,0,0,0,Europe,BLR
1/24/2020,Belgium,0,0,0,Europe,BEL
1/24/2020,Belize,0,0,0,Americas,BLZ
1/24/2020,Benin,0,0,0,Africa,BEN
1/24/2020,Bhutan,0,0,0,Asia,BTN
1/24/2020,Bolivia,0,0,0,Americas,BOL
1/24/2020,Bosnia and Herzegovina,0,0,0,Europe,BIH
1/24/2020,Botswana,0,0,0,Africa,BWA
1/24/2020,Brazil,0,0,0,Americas,BRA
1/24/2020,Brunei,0,0,0,Asia,BRN
1/24/2020,Bulgaria,0,0,0,Europe,BGR
1/24/2020,Burkina Faso,0,0,0,Africa,BFA
1/24/2020,Burma,0,0,0,Africa,BUR
1/24/2020,Burundi,0,0,0,Africa,BDI
1/24/2020,Cabo Verde,0,0,0,Africa,CPV
1/24/2020,Cambodia,0,0,0,Asia,KHM
1/24/2020,Cameroon,0,0,0,Africa,CMR
1/24/2020,Canada,0,0,0,Americas,CAN
1/24/2020,Central African Republic,0,0,0,Africa,CAF
1/24/2020,Chad,0,0,0,Africa,TCD
1/24/2020,Chile,0,0,0,Americas,CHL
1/24/2020,China,920,36,26,Asia,CHN
1/24/2020,Colombia,0,0,0,Americas,COL
1/24/2020,Comoros,0,0,0,Africa,COM
1/24/2020,Congo (Brazzaville),0,0,0,Africa,COD
1/24/2020,Congo (Kinshasa),0,0,0,Africa,COG
1/24/2020,Costa Rica,0,0,0,Americas,CRI
1/24/2020,Cote d'Ivoire,0,0,0,Africa,CIV
1/24/2020,Croatia,0,0,0,Europe,HRV
1/24/2020,Cuba,0,0,0,Americas,CUB
1/24/2020,Cyprus,0,0,0,Europe,CYP
1/24/2020,Czechia,0,0,0,Europe,CZE
1/24/2020,Denmark,0,0,0,Europe,DNK
1/24/2020,Diamond Princess,0,0,0,Europe,DIM
1/24/2020,Djibouti,0,0,0,Africa,DJI
1/24/2020,Dominica,0,0,0,Americas,DMA
1/24/2020,Dominican Republic,0,0,0,Americas,DOM
1/24/2020,Ecuador,0,0,0,Americas,ECU
1/24/2020,Egypt,0,0,0,Africa,EGY
1/24/2020,El Salvador,0,0,0,Americas,SLV
1/24/2020,Equatorial Guinea,0,0,0,Africa,GNQ
1/24/2020,Eritrea,0,0,0,Africa,ERI
1/24/2020,Estonia,0,0,0,Europe,EST
1/24/2020,Eswatini,0,0,0,Africa,SWZ
1/24/2020,Ethiopia,0,0,0,Africa,ETH
1/24/2020,Fiji,0,0,0,Oceania,FJI
1/24/2020,Finland,0,0,0,Europe,FIN
1/24/2020,France,2,0,0,Europe,FRA
1/24/2020,Gabon,0,0,0,Africa,GAB
1/24/2020,Gambia,0,0,0,Africa,GMB
1/24/2020,Georgia,0,0,0,Europe,GEO
1/24/2020,Germany,0,0,0,Europe,DEU
1/24/2020,Ghana,0,0,0,Africa,GHA
1/24/2020,Greece,0,0,0,Europe,GRC
1/24/2020,Grenada,0,0,0,Europe,GRD
1/24/2020,Guatemala,0,0,0,Americas,GTM
1/24/2020,Guinea,0,0,0,Africa,GIN
1/24/2020,Guinea-Bissau,0,0,0,Africa,GMB
1/24/2020,Guyana,0,0,0,Africa,GUY
1/24/2020,Haiti,0,0,0,Americas,HTI
1/24/2020,Holy See,0,0,0,Europe,VAT
1/24/2020,Honduras,0,0,0,Americas,HND
1/24/2020,Hungary,0,0,0,Europe,HUN
1/24/2020,Iceland,0,0,0,Europe,ISL
1/24/2020,India,0,0,0,Asia,IND
1/24/2020,Indonesia,0,0,0,Asia,IDN
1/24/2020,Iran,0,0,0,Asia,IRN
1/24/2020,Iraq,0,0,0,Asia,IRQ
1/24/2020,Ireland,0,0,0,Europe,IRL
1/24/2020,Israel,0,0,0,Asia,ISR
1/24/2020,Italy,0,0,0,Europe,ITA
1/24/2020,Jamaica,0,0,0,Americas,JAM
1/24/2020,Japan,2,0,0,Asia,JPN
1/24/2020,Jordan,0,0,0,Asia,JOR
1/24/2020,Kazakhstan,0,0,0,Asia,KAZ
1/24/2020,Kenya,0,0,0,Africa,KEN
1/24/2020,"Korea, South",2,0,0,Asia,KOR
1/24/2020,Kosovo,0,0,0,Europe,KOS
1/24/2020,Kuwait,0,0,0,Asia,KWT
1/24/2020,Kyrgyzstan,0,0,0,Asia,KGZ
1/24/2020,Laos,0,0,0,Asia,LAO
1/24/2020,Latvia,0,0,0,Europe,LVA
1/24/2020,Lebanon,0,0,0,Asia,LBN
1/24/2020,Liberia,0,0,0,Africa,LBR
1/24/2020,Libya,0,0,0,Africa,LBY
1/24/2020,Liechtenstein,0,0,0,Europe,LIE
1/24/2020,Lithuania,0,0,0,Europe,LTU
1/24/2020,Luxembourg,0,0,0,Europe,LUX
1/24/2020,MS Zaandam,0,0,0,Africa,MSZ
1/24/2020,Madagascar,0,0,0,Africa,MDG
1/24/2020,Malawi,0,0,0,Africa,MWI
1/24/2020,Malaysia,0,0,0,Asia,MYS
1/24/2020,Maldives,0,0,0,Asia,MDV
1/24/2020,Mali,0,0,0,Africa,MLI
1/24/2020,Malta,0,0,0,Europe,MLT
1/24/2020,Mauritania,0,0,0,Africa,MRT
1/24/2020,Mauritius,0,0,0,Africa,MUS
1/24/2020,Mexico,0,0,0,Americas,MEX
1/24/2020,Moldova,0,0,0,Europe,MDA
1/24/2020,Monaco,0,0,0,Europe,MCO
1/24/2020,Mongolia,0,0,0,Asia,MNG
1/24/2020,Montenegro,0,0,0,Europe,MNE
1/24/2020,Morocco,0,0,0,Africa,MAR
1/24/2020,Mozambique,0,0,0,Africa,MOZ
1/24/2020,Namibia,0,0,0,Africa,NAM
1/24/2020,Nepal,0,0,0,Asia,NPL
1/24/2020,Netherlands,0,0,0,Europe,NLD
1/24/2020,New Zealand,0,0,0,Oceania,NZL
1/24/2020,Nicaragua,0,0,0,Americas,NIC
1/24/2020,Niger,0,0,0,Africa,NER
1/24/2020,Nigeria,0,0,0,Africa,NGA
1/24/2020,North Macedonia,0,0,0,Europe,NMD
1/24/2020,Norway,0,0,0,Europe,NOR
1/24/2020,Oman,0,0,0,Asia,OMN
1/24/2020,Pakistan,0,0,0,Asia,PAK
1/24/2020,Panama,0,0,0,Americas,PAN
1/24/2020,Papua New Guinea,0,0,0,Oceania,PNG
1/24/2020,Paraguay,0,0,0,Americas,PRY
1/24/2020,Peru,0,0,0,Americas,PER
1/24/2020,Philippines,0,0,0,Asia,PHL
1/24/2020,Poland,0,0,0,Europe,POL
1/24/2020,Portugal,0,0,0,Europe,PRT
1/24/2020,Qatar,0,0,0,Asia,QAT
1/24/2020,Romania,0,0,0,Europe,ROU
1/24/2020,Russia,0,0,0,Europe,RUS
1/24/2020,Rwanda,0,0,0,Africa,RWA
1/24/2020,Saint Kitts and Nevis,0,0,0,Americas,KNA
1/24/2020,Saint Lucia,0,0,0,Americas,LCA
1/24/2020,Saint Vincent and the Grenadines,0,0,0,Americas,VCT
1/24/2020,San Marino,0,0,0,Europe,SMR
1/24/2020,Sao Tome and Principe,0,0,0,Africa,STP
